bg_key,cell_line,score,type
Hela__KO3,Hela,0.9996842,generated
Hela__KO3,Hela,0.99992275,generated
Hela__WT2,Hela,0.9954301,generated
PANC-1__WT2,PANC-1,0.99912757,generated
PANC-1__WT1,PANC-1,0.9682556,generated
Hela__KO2,Hela,0.999355,generated
Hela__KO3,Hela,0.99989855,generated
Hela__KO2,Hela,0.9999044,generated
Hela__WT3,Hela,0.99903655,generated
PANC-1__WT1,PANC-1,0.9890666,generated
Hela__KO2,Hela,0.999015,generated
PANC-1__OE2,PANC-1,0.9993592,generated
PANC-1__OE1,PANC-1,0.97086394,generated
Hela__WT3,Hela,0.9998808,generated
Hela__WT3,Hela,0.9994832,generated
Hela__WT3,Hela,0.99915564,generated
Hela__KO2,Hela,0.9994923,generated
PANC-1__WT3,PANC-1,0.9987785,generated
PANC-1__WT1,PANC-1,0.99884605,generated
PANC-1__OE1,PANC-1,0.9963626,generated
Hela__WT2,Hela,0.99976844,generated
PANC-1__OE1,PANC-1,0.99949765,generated
PANC-1__WT1,PANC-1,0.99983144,generated
Hela__KO1,Hela,0.9999056,generated
PANC-1__WT3,PANC-1,0.99986136,generated
PANC-1__OE2,PANC-1,0.9995179,generated
Hela__WT2,Hela,0.99975914,generated
PANC-1__OE2,PANC-1,0.9985104,generated
Hela__WT3,Hela,0.9997769,generated
PANC-1__WT3,PANC-1,0.99996066,generated
PANC-1__WT2,PANC-1,0.99043405,generated
Hela__WT2,Hela,0.99331737,generated
PANC-1__OE3,PANC-1,0.9977615,generated
PANC-1__OE2,PANC-1,0.9936614,generated
Hela__KO1,Hela,0.9997812,generated
PANC-1__WT3,PANC-1,0.99983335,generated
Hela__WT3,Hela,0.9987721,generated
Hela__KO3,Hela,0.99938047,generated
Hela__KO2,Hela,0.999864,generated
Hela__KO2,Hela,0.999798,generated
Hela__WT2,Hela,0.9996431,generated
PANC-1__WT2,PANC-1,0.99336445,generated
PANC-1__WT1,PANC-1,0.9917697,generated
PANC-1__WT2,PANC-1,0.9986889,generated
Hela__WT3,Hela,0.9957776,generated
Hela__WT2,Hela,0.99630094,generated
Hela__KO2,Hela,0.99934405,generated
PANC-1__WT2,PANC-1,0.9916083,generated
PANC-1__OE3,PANC-1,0.99983835,generated
PANC-1__WT3,PANC-1,0.9993082,generated
PANC-1__OE3,PANC-1,0.99982256,generated
Hela__WT1,Hela,0.9999615,generated
Hela__KO3,Hela,0.999946,generated
PANC-1__WT1,PANC-1,0.9972692,generated
Hela__KO1,Hela,0.99870276,generated
Hela__WT3,Hela,0.9991297,generated
Hela__KO1,Hela,0.99966955,generated
PANC-1__WT2,PANC-1,0.9994018,generated
Hela__WT3,Hela,0.99997234,generated
Hela__KO2,Hela,0.9997261,generated
Hela__WT1,Hela,0.99549425,generated
PANC-1__OE2,PANC-1,0.9869293,generated
Hela__KO1,Hela,0.99992895,generated
Hela__KO3,Hela,0.9997093,generated
Hela__KO3,Hela,0.99979883,generated
Hela__KO1,Hela,0.9982685,generated
Hela__WT3,Hela,0.99961346,generated
PANC-1__WT1,PANC-1,0.9989195,generated
Hela__KO3,Hela,0.9999455,generated
PANC-1__OE3,PANC-1,0.9554756,generated
Hela__KO2,Hela,0.9999155,generated
PANC-1__OE2,PANC-1,0.9984347,generated
Hela__WT2,Hela,0.9997609,generated
Hela__KO2,Hela,0.99533516,generated
Hela__KO2,Hela,0.99414945,generated
Hela__WT3,Hela,0.999263,generated
PANC-1__OE2,PANC-1,0.9925211,generated
Hela__WT1,Hela,0.9996952,generated
PANC-1__WT3,PANC-1,0.99892527,generated
PANC-1__WT2,PANC-1,0.9947973,generated
PANC-1__OE1,PANC-1,0.9969484,generated
Hela__WT3,Hela,0.99903023,generated
PANC-1__OE1,PANC-1,0.999863,generated
Hela__KO3,Hela,0.9988477,generated
Hela__WT2,Hela,0.99955434,generated
PANC-1__WT2,PANC-1,0.99965274,generated
Hela__WT3,Hela,0.9998598,generated
Hela__WT2,Hela,0.9998,generated
Hela__KO1,Hela,0.99982685,generated
Hela__WT2,Hela,0.9938198,generated
Hela__KO3,Hela,0.99971896,generated
PANC-1__WT1,PANC-1,0.99854726,generated
PANC-1__WT2,PANC-1,0.9987452,generated
Hela__KO2,Hela,0.9993893,generated
PANC-1__WT3,PANC-1,0.9995421,generated
Hela__WT3,Hela,0.9996526,generated
Hela__WT3,Hela,0.9994265,generated
Hela__KO1,Hela,0.9999201,generated
PANC-1__WT2,PANC-1,0.9978255,generated
Hela__WT3,Hela,0.99943596,generated
PANC-1__WT2,PANC-1,0.9991314,generated
PANC-1__OE3,PANC-1,0.9992218,generated
PANC-1__WT3,PANC-1,0.9479438,generated
PANC-1__WT2,PANC-1,0.98451567,generated
PANC-1__WT1,PANC-1,0.99877065,generated
PANC-1__OE2,PANC-1,0.99709654,generated
PANC-1__WT3,PANC-1,0.9985832,generated
Hela__WT1,Hela,0.99992085,generated
PANC-1__WT1,PANC-1,0.99784136,generated
PANC-1__WT3,PANC-1,0.98363,generated
Hela__WT2,Hela,0.99966383,generated
PANC-1__WT3,PANC-1,0.99862576,generated
Hela__WT3,Hela,0.999962,generated
Hela__WT3,Hela,0.999859,generated
PANC-1__WT2,PANC-1,0.990301,generated
Hela__KO1,Hela,0.99899644,generated
PANC-1__OE3,PANC-1,0.99128366,generated
PANC-1__OE1,PANC-1,0.9999025,generated
Hela__WT2,Hela,0.9999176,generated
Hela__WT1,Hela,0.99958175,generated
Hela__KO2,Hela,0.9940029,generated
PANC-1__WT2,PANC-1,0.997459,generated
Hela__KO1,Hela,0.9998853,generated
PANC-1__WT1,PANC-1,0.9932186,generated
PANC-1__WT3,PANC-1,0.99994516,generated
Hela__KO3,Hela,0.9998963,generated
Hela__WT3,Hela,0.99887437,generated
Hela__WT3,Hela,0.99981135,generated
PANC-1__WT2,PANC-1,0.9995407,generated
Hela__KO2,Hela,0.9997938,generated
PANC-1__OE2,PANC-1,0.999746,generated
Hela__KO2,Hela,0.99982786,generated
PANC-1__WT3,PANC-1,0.99942917,generated
Hela__WT2,Hela,0.9999324,generated
PANC-1__WT1,PANC-1,0.9990206,generated
PANC-1__WT1,PANC-1,0.9998281,generated
Hela__KO1,Hela,0.9995454,generated
Hela__KO1,Hela,0.9997961,generated
PANC-1__OE1,PANC-1,0.99952924,generated
Hela__KO1,Hela,0.99117285,generated
PANC-1__WT2,PANC-1,0.9994155,generated
PANC-1__WT1,PANC-1,0.9994873,generated
Hela__KO3,Hela,0.9933013,generated
PANC-1__WT3,PANC-1,0.99760324,generated
Hela__KO1,Hela,0.99952674,generated
Hela__KO3,Hela,0.999315,generated
Hela__WT1,Hela,0.9998363,generated
PANC-1__OE1,PANC-1,0.99872094,generated
PANC-1__OE3,PANC-1,0.99669695,generated
PANC-1__WT3,PANC-1,0.9994628,generated
Hela__KO2,Hela,0.99920434,generated
Hela__KO1,Hela,0.99995136,generated
PANC-1__OE3,PANC-1,0.9991966,generated
Hela__WT1,Hela,0.9998529,generated
Hela__WT2,Hela,0.99984825,generated
Hela__KO3,Hela,0.99961865,generated
PANC-1__OE2,PANC-1,0.99981457,generated
Hela__KO2,Hela,0.99973184,generated
PANC-1__OE2,PANC-1,0.9991867,generated
Hela__KO3,Hela,0.994922,generated
PANC-1__OE1,PANC-1,0.999076,generated
Hela__KO1,Hela,0.9999162,generated
Hela__WT2,Hela,0.99895006,generated
Hela__KO2,Hela,0.99948126,generated
Hela__WT1,Hela,0.99974805,generated
PANC-1__WT1,PANC-1,0.9995297,generated
PANC-1__OE2,PANC-1,0.9989812,generated
PANC-1__WT2,PANC-1,0.9906742,generated
Hela__WT1,Hela,0.9997774,generated
Hela__KO1,Hela,0.99976164,generated
Hela__KO3,Hela,0.99932134,generated
PANC-1__WT3,PANC-1,0.9970034,generated
Hela__WT1,Hela,0.99994063,generated
PANC-1__OE3,PANC-1,0.99794847,generated
Hela__KO1,Hela,0.99868244,generated
Hela__WT2,Hela,0.9995524,generated
PANC-1__OE3,PANC-1,0.99855536,generated
PANC-1__WT3,PANC-1,0.9997421,generated
PANC-1__WT1,PANC-1,0.9995473,generated
Hela__WT2,Hela,0.99971265,generated
PANC-1__WT2,PANC-1,0.99876046,generated
Hela__WT1,Hela,0.99494135,generated
Hela__WT1,Hela,0.99945086,generated
Hela__WT1,Hela,0.9998424,generated
Hela__WT1,Hela,0.9998734,generated
PANC-1__WT1,PANC-1,0.9998264,generated
PANC-1__WT2,PANC-1,0.9981437,generated
PANC-1__OE2,PANC-1,0.9988311,generated
PANC-1__OE2,PANC-1,0.9998641,generated
PANC-1__OE2,PANC-1,0.99694,generated
PANC-1__WT3,PANC-1,0.994361,generated
Hela__KO2,Hela,0.999861,generated
PANC-1__WT2,PANC-1,0.9997795,generated
Hela__WT1,Hela,0.99996674,generated
PANC-1__WT3,PANC-1,0.9977126,generated
PANC-1__WT2,PANC-1,0.9821828,generated
PANC-1__OE1,PANC-1,0.9990569,generated
PANC-1__OE3,PANC-1,0.9995053,generated
PANC-1__OE1,PANC-1,0.99728346,generated
Hela__WT2,Hela,0.99984765,generated
Hela__KO2,Hela,0.99930644,generated
PANC-1__WT1,PANC-1,0.9996531,generated
Hela__KO1,Hela,0.9997843,generated
Hela__KO3,Hela,0.99985564,generated
PANC-1__OE3,PANC-1,0.99982375,generated
PANC-1__WT1,PANC-1,0.9561391,generated
Hela__KO2,Hela,0.9972037,generated
PANC-1__OE3,PANC-1,0.99731135,generated
PANC-1__OE3,PANC-1,0.9993678,generated
Hela__WT2,Hela,0.99968386,generated
PANC-1__OE2,PANC-1,0.9916291,generated
Hela__WT1,Hela,0.99943274,generated
Hela__KO3,Hela,0.99991524,generated
Hela__WT2,Hela,0.999949,generated
PANC-1__OE1,PANC-1,0.99969137,generated
PANC-1__OE1,PANC-1,0.9994831,generated
Hela__WT2,Hela,0.9997795,generated
PANC-1__OE1,PANC-1,0.9865138,generated
Hela__KO1,Hela,0.99984133,generated
Hela__WT1,Hela,0.99976176,generated
Hela__WT1,Hela,0.9996922,generated
PANC-1__OE2,PANC-1,0.9991968,generated
PANC-1__OE2,PANC-1,0.9990766,generated
Hela__WT3,Hela,0.9996487,generated
Hela__WT1,Hela,0.9994404,generated
PANC-1__OE2,PANC-1,0.99981385,generated
PANC-1__OE2,PANC-1,0.9945537,generated
PANC-1__OE1,PANC-1,0.99698085,generated
Hela__KO3,Hela,0.9993436,generated
PANC-1__OE3,PANC-1,0.9961021,generated
PANC-1__OE2,PANC-1,0.99870324,generated
Hela__WT3,Hela,0.99994934,generated
PANC-1__OE2,PANC-1,0.99955934,generated
PANC-1__WT1,PANC-1,0.9998048,generated
Hela__WT3,Hela,0.99076545,generated
Hela__WT1,Hela,0.9993754,generated
Hela__KO1,Hela,0.99939585,generated
PANC-1__WT1,PANC-1,0.9917629,generated
Hela__WT2,Hela,0.9998745,generated
Hela__KO2,Hela,0.99793386,generated
Hela__WT2,Hela,0.9994344,generated
PANC-1__WT3,PANC-1,0.99954444,generated
Hela__WT2,Hela,0.9997514,generated
Hela__KO1,Hela,0.9994685,generated
Hela__KO3,Hela,0.99873513,generated
PANC-1__OE2,PANC-1,0.9999069,generated
Hela__KO3,Hela,0.99990547,generated
Hela__KO2,Hela,0.99856335,generated
Hela__KO3,Hela,0.99990594,generated
Hela__WT1,Hela,0.99917287,generated
PANC-1__OE3,PANC-1,0.99973136,generated
Hela__KO3,Hela,0.9954568,generated
Hela__KO2,Hela,0.9996137,generated
PANC-1__WT3,PANC-1,0.9979365,generated
Hela__KO2,Hela,0.9998771,generated
PANC-1__OE2,PANC-1,0.99942625,generated
Hela__WT2,Hela,0.99994564,generated
Hela__KO2,Hela,0.99911493,generated
Hela__WT2,Hela,0.9993849,generated
Hela__WT3,Hela,0.9997991,generated
PANC-1__WT3,PANC-1,0.99912935,generated
Hela__KO3,Hela,0.99923337,generated
Hela__KO3,Hela,0.99982697,generated
PANC-1__WT2,PANC-1,0.9482771,generated
Hela__WT3,Hela,0.99994123,generated
PANC-1__OE1,PANC-1,0.99841225,generated
PANC-1__OE1,PANC-1,0.99946135,generated
Hela__WT1,Hela,0.99988747,generated
Hela__KO2,Hela,0.9992231,generated
Hela__KO2,Hela,0.999908,generated
PANC-1__OE2,PANC-1,0.99869895,generated
PANC-1__WT2,PANC-1,0.99539965,generated
Hela__WT1,Hela,0.999335,generated
PANC-1__WT1,PANC-1,0.9951441,generated
PANC-1__WT3,PANC-1,0.99932647,generated
PANC-1__WT2,PANC-1,0.9930875,generated
PANC-1__OE2,PANC-1,0.9986687,generated
Hela__KO2,Hela,0.9993155,generated
PANC-1__OE3,PANC-1,0.99914265,generated
PANC-1__WT1,PANC-1,0.9988292,generated
PANC-1__OE3,PANC-1,0.9257396,generated
Hela__WT2,Hela,0.8864948,generated
PANC-1__OE3,PANC-1,0.9945726,generated
PANC-1__OE3,PANC-1,0.99830604,generated
PANC-1__OE2,PANC-1,0.99872845,generated
Hela__KO1,Hela,0.9997441,generated
PANC-1__OE3,PANC-1,0.99987936,generated
Hela__WT2,Hela,0.9993049,generated
PANC-1__OE3,PANC-1,0.9969536,generated
Hela__KO1,Hela,0.9998393,generated
Hela__WT2,Hela,0.99995494,generated
PANC-1__WT2,PANC-1,0.9936299,generated
Hela__WT2,Hela,0.9993777,generated
PANC-1__OE1,PANC-1,0.9996158,generated
Hela__WT2,Hela,0.9999194,generated
PANC-1__WT3,PANC-1,0.9929114,generated
Hela__KO1,Hela,0.99911994,generated
Hela__KO1,Hela,0.9983146,generated
PANC-1__OE2,PANC-1,0.9992212,generated
PANC-1__OE2,PANC-1,0.99789006,generated
PANC-1__WT2,PANC-1,0.9857907,generated
Hela__KO1,Hela,0.99963653,generated
Hela__KO1,Hela,0.9992324,generated
PANC-1__OE1,PANC-1,0.97760016,generated
Hela__WT3,Hela,0.99956197,generated
Hela__KO2,Hela,0.9984566,generated
PANC-1__OE1,PANC-1,0.9926967,generated
Hela__WT3,Hela,0.9974425,generated
PANC-1__OE2,PANC-1,0.9991211,generated
Hela__WT3,Hela,0.99959606,generated
PANC-1__OE2,PANC-1,0.9983348,generated
PANC-1__OE1,PANC-1,0.99992883,generated
Hela__WT3,Hela,0.99736637,generated
PANC-1__WT3,PANC-1,0.99087286,generated
PANC-1__WT3,PANC-1,0.9962288,generated
Hela__WT3,Hela,0.9997023,generated
Hela__KO3,Hela,0.99907136,generated
PANC-1__WT3,PANC-1,0.99712795,generated
PANC-1__OE3,PANC-1,0.99836916,generated
PANC-1__OE2,PANC-1,0.91211385,generated
PANC-1__WT2,PANC-1,0.99937636,generated
PANC-1__WT2,PANC-1,0.9986002,generated
PANC-1__WT1,PANC-1,0.9989606,generated
Hela__KO2,Hela,0.99946576,generated
Hela__KO2,Hela,0.9995926,generated
PANC-1__OE3,PANC-1,0.9871896,generated
Hela__KO2,Hela,0.9999299,generated
Hela__KO3,Hela,0.9998337,generated
Hela__WT3,Hela,0.9989851,generated
Hela__KO3,Hela,0.99985635,generated
Hela__WT3,Hela,0.9997693,generated
PANC-1__OE1,PANC-1,0.99860966,generated
PANC-1__OE3,PANC-1,0.9982527,generated
Hela__KO3,Hela,0.9991567,generated
PANC-1__OE2,PANC-1,0.9993249,generated
PANC-1__WT1,PANC-1,0.99977034,generated
Hela__WT2,Hela,0.9998198,generated
Hela__KO3,Hela,0.9999143,generated
Hela__WT1,Hela,0.9993333,generated
Hela__WT2,Hela,0.99956447,generated
Hela__KO1,Hela,0.999881,generated
PANC-1__OE2,PANC-1,0.9977665,generated
Hela__KO2,Hela,0.99875355,generated
Hela__WT2,Hela,0.9998703,generated
Hela__KO3,Hela,0.99986565,generated
PANC-1__WT3,PANC-1,0.9957354,generated
Hela__WT1,Hela,0.999833,generated
Hela__KO3,Hela,0.999461,generated
PANC-1__WT3,PANC-1,0.9771452,generated
PANC-1__OE1,PANC-1,0.99946815,generated
PANC-1__OE3,PANC-1,0.9997266,generated
Hela__KO2,Hela,0.99757916,generated
Hela__KO2,Hela,0.9994098,generated
Hela__WT3,Hela,0.9967998,generated
PANC-1__OE3,PANC-1,0.9977471,generated
Hela__KO3,Hela,0.99978787,generated
Hela__KO1,Hela,0.99971837,generated
PANC-1__WT2,PANC-1,0.98001033,generated
Hela__KO3,Hela,0.99937266,generated
PANC-1__WT3,PANC-1,0.9965264,generated
PANC-1__OE2,PANC-1,0.9857721,generated
Hela__WT3,Hela,0.9956119,generated
PANC-1__WT2,PANC-1,0.9990609,generated
Hela__KO1,Hela,0.9998958,generated
PANC-1__WT2,PANC-1,0.99944645,generated
Hela__WT3,Hela,0.9998621,generated
Hela__WT1,Hela,0.9997434,generated
PANC-1__OE1,PANC-1,0.99842334,generated
PANC-1__WT1,PANC-1,0.9993268,generated
Hela__KO3,Hela,0.99970657,generated
Hela__KO2,Hela,0.9997501,generated
PANC-1__WT3,PANC-1,0.9992987,generated
Hela__WT2,Hela,0.99845934,generated
PANC-1__WT2,PANC-1,0.9995303,generated
Hela__WT2,Hela,0.9998211,generated
Hela__KO3,Hela,0.9998933,generated
PANC-1__OE1,PANC-1,0.9996208,generated
Hela__KO2,Hela,0.9997055,generated
Hela__KO1,Hela,0.9999056,generated
Hela__WT2,Hela,0.9995696,generated
PANC-1__OE3,PANC-1,0.9987477,generated
Hela__KO2,Hela,0.9996081,generated
Hela__KO3,Hela,0.99972624,generated
Hela__KO2,Hela,0.9998565,generated
Hela__WT2,Hela,0.99951565,generated
PANC-1__WT2,PANC-1,0.99938166,generated
Hela__WT2,Hela,0.9988457,generated
PANC-1__WT1,PANC-1,0.9969036,generated
PANC-1__WT2,PANC-1,0.9887171,generated
PANC-1__WT1,PANC-1,0.99874276,generated
Hela__WT3,Hela,0.99965405,generated
PANC-1__WT1,PANC-1,0.99985504,generated
PANC-1__OE2,PANC-1,0.99973196,generated
Hela__KO2,Hela,0.99945515,generated
Hela__WT3,Hela,0.9998888,generated
Hela__KO3,Hela,0.9940196,generated
Hela__KO1,Hela,0.9999261,generated
Hela__KO1,Hela,0.9998252,generated
PANC-1__OE3,PANC-1,0.9911815,generated
Hela__WT2,Hela,0.99726593,generated
PANC-1__OE3,PANC-1,0.9898162,generated
PANC-1__OE3,PANC-1,0.99838436,generated
Hela__KO3,Hela,0.99987376,generated
Hela__WT2,Hela,0.99967134,generated
Hela__KO2,Hela,0.98589826,generated
PANC-1__WT3,PANC-1,0.98659664,generated
PANC-1__WT3,PANC-1,0.9940446,generated
Hela__KO3,Hela,0.99975914,generated
PANC-1__WT2,PANC-1,0.9987185,generated
PANC-1__WT1,PANC-1,0.9990706,generated
Hela__WT2,Hela,0.99936455,generated
PANC-1__WT3,PANC-1,0.99950945,generated
Hela__KO1,Hela,0.99968934,generated
PANC-1__OE2,PANC-1,0.99904245,generated
PANC-1__WT1,PANC-1,0.9984549,generated
PANC-1__OE2,PANC-1,0.9977296,generated
PANC-1__WT1,PANC-1,0.9998186,generated
PANC-1__OE2,PANC-1,0.9991091,generated
PANC-1__OE2,PANC-1,0.99620146,generated
PANC-1__OE2,PANC-1,0.9993662,generated
Hela__WT1,Hela,0.9998348,generated
PANC-1__OE1,PANC-1,0.99881965,generated
Hela__WT2,Hela,0.999824,generated
PANC-1__WT3,PANC-1,0.99769884,generated
PANC-1__OE2,PANC-1,0.99202347,generated
PANC-1__OE1,PANC-1,0.99983215,generated
PANC-1__OE2,PANC-1,0.99981135,generated
Hela__WT1,Hela,0.99728525,generated
Hela__WT2,Hela,0.99892694,generated
Hela__KO3,Hela,0.9979457,generated
PANC-1__OE2,PANC-1,0.9949886,generated
PANC-1__WT2,PANC-1,0.9992048,generated
PANC-1__OE1,PANC-1,0.99375653,generated
Hela__KO1,Hela,0.9994479,generated
PANC-1__WT2,PANC-1,0.99968386,generated
PANC-1__OE1,PANC-1,0.99829465,generated
PANC-1__OE1,PANC-1,0.9979607,generated
PANC-1__WT1,PANC-1,0.98968494,generated
PANC-1__OE3,PANC-1,0.9977271,generated
PANC-1__WT2,PANC-1,0.99947244,generated
PANC-1__OE2,PANC-1,0.9994543,generated
Hela__KO1,Hela,0.99981195,generated
PANC-1__OE2,PANC-1,0.9987472,generated
Hela__KO1,Hela,0.9999248,generated
PANC-1__WT3,PANC-1,0.99830914,generated
PANC-1__OE1,PANC-1,0.9932353,generated
PANC-1__OE3,PANC-1,0.99369484,generated
Hela__WT3,Hela,0.99973744,generated
Hela__KO3,Hela,0.9994394,generated
Hela__WT2,Hela,0.99972194,generated
Hela__KO2,Hela,0.9999316,generated
PANC-1__WT1,PANC-1,0.999931,generated
Hela__WT1,Hela,0.99959725,generated
PANC-1__WT2,PANC-1,0.9931251,generated
PANC-1__OE1,PANC-1,0.99964035,generated
Hela__KO3,Hela,0.9998869,generated
Hela__KO3,Hela,0.9996886,generated
PANC-1__OE1,PANC-1,0.9996076,generated
PANC-1__WT2,PANC-1,0.98702383,generated
PANC-1__OE2,PANC-1,0.99884593,generated
Hela__WT1,Hela,0.9994404,generated
PANC-1__OE1,PANC-1,0.9991304,generated
Hela__WT3,Hela,0.9996594,generated
PANC-1__WT1,PANC-1,0.99950826,generated
Hela__KO2,Hela,0.9995179,generated
PANC-1__WT2,PANC-1,0.99505156,generated
Hela__WT3,Hela,0.99982363,generated
Hela__KO3,Hela,0.9999261,generated
PANC-1__WT1,PANC-1,0.99320436,generated
Hela__WT3,Hela,0.999316,generated
Hela__KO1,Hela,0.9997172,generated
Hela__KO1,Hela,0.9990037,generated
Hela__WT2,Hela,0.99914753,generated
Hela__WT3,Hela,0.9998847,generated
Hela__KO2,Hela,0.99993587,generated
PANC-1__WT3,PANC-1,0.999551,generated
PANC-1__OE1,PANC-1,0.9985297,generated
Hela__WT1,Hela,0.99809545,generated
PANC-1__WT3,PANC-1,0.99935454,generated
PANC-1__WT1,PANC-1,0.9815725,generated
PANC-1__OE2,PANC-1,0.99973994,generated
PANC-1__OE2,PANC-1,0.99913687,generated
Hela__WT2,Hela,0.99912447,generated
Hela__KO3,Hela,0.99996245,generated
PANC-1__WT1,PANC-1,0.99985087,generated
PANC-1__WT3,PANC-1,0.9883762,generated
PANC-1__WT3,PANC-1,0.9815407,generated
PANC-1__OE3,PANC-1,0.99838996,generated
PANC-1__WT2,PANC-1,0.99561924,generated
Hela__KO3,Hela,0.99838316,generated
PANC-1__OE1,PANC-1,0.99657226,generated
Hela__WT1,Hela,0.9982603,generated
PANC-1__OE3,PANC-1,0.9721757,generated
Hela__WT2,Hela,0.9997937,generated
Hela__WT2,Hela,0.99956256,generated
PANC-1__OE2,PANC-1,0.99950945,generated
Hela__KO2,Hela,0.99956995,generated
PANC-1__WT1,PANC-1,0.9774136,generated
PANC-1__WT1,PANC-1,0.9995881,generated
Hela__WT1,Hela,0.9996991,generated
PANC-1__WT3,PANC-1,0.99663156,generated
PANC-1__OE2,PANC-1,0.9968342,generated
Hela__WT3,Hela,0.999967,generated
PANC-1__OE3,PANC-1,0.9991105,generated
Hela__KO2,Hela,0.99981517,generated
Hela__WT2,Hela,0.99947697,generated
PANC-1__OE2,PANC-1,0.9996462,generated
PANC-1__OE2,PANC-1,0.9958662,generated
PANC-1__WT3,PANC-1,0.9959592,generated
Hela__KO3,Hela,0.99960464,generated
Hela__KO3,Hela,0.9991099,generated
Hela__KO3,Hela,0.9991197,generated
PANC-1__WT2,PANC-1,0.9992161,generated
PANC-1__WT2,PANC-1,0.9974934,generated
PANC-1__OE3,PANC-1,0.996845,generated
PANC-1__WT3,PANC-1,0.998833,generated
PANC-1__WT2,PANC-1,0.995169,generated
PANC-1__WT1,PANC-1,0.9992581,generated
PANC-1__OE2,PANC-1,0.9990024,generated
Hela__WT2,Hela,0.99815303,generated
Hela__WT1,Hela,0.9997466,generated
PANC-1__OE3,PANC-1,0.9968124,generated
Hela__KO3,Hela,0.99973744,generated
Hela__WT2,Hela,0.99987376,generated
PANC-1__WT2,PANC-1,0.99891186,generated
PANC-1__OE2,PANC-1,0.99926955,generated
Hela__KO1,Hela,0.9997551,generated
PANC-1__OE3,PANC-1,0.999835,generated
PANC-1__OE1,PANC-1,0.99959844,generated
PANC-1__OE1,PANC-1,0.97755593,generated
Hela__KO2,Hela,0.9998666,generated
Hela__WT3,Hela,0.9998123,generated
PANC-1__WT3,PANC-1,0.9999529,generated
Hela__KO3,Hela,0.9997552,generated
Hela__WT1,Hela,0.9999577,generated
Hela__KO2,Hela,0.9999007,generated
Hela__KO2,Hela,0.99990046,generated
PANC-1__OE1,PANC-1,0.9990441,generated
PANC-1__OE1,PANC-1,0.96339613,generated
Hela__WT3,Hela,0.999912,generated
PANC-1__OE3,PANC-1,0.99595416,generated
Hela__WT3,Hela,0.999889,generated
PANC-1__OE2,PANC-1,0.98731637,generated
Hela__WT2,Hela,0.9993573,generated
Hela__WT3,Hela,0.9996408,generated
Hela__KO2,Hela,0.99992466,generated
PANC-1__WT3,PANC-1,0.9635109,generated
PANC-1__WT3,PANC-1,0.9972295,generated
Hela__KO1,Hela,0.99966097,generated
PANC-1__OE2,PANC-1,0.99939525,generated
PANC-1__WT2,PANC-1,0.9997756,generated
Hela__KO2,Hela,0.999813,generated
PANC-1__WT3,PANC-1,0.99573094,generated
Hela__KO3,Hela,0.99057394,generated
PANC-1__WT1,PANC-1,0.99979156,generated
PANC-1__OE2,PANC-1,0.998454,generated
PANC-1__OE2,PANC-1,0.99582064,generated
PANC-1__WT3,PANC-1,0.9985954,generated
PANC-1__WT2,PANC-1,0.99724495,generated
Hela__WT1,Hela,0.9999261,generated
Hela__WT1,Hela,0.99956006,generated
Hela__WT2,Hela,0.99970454,generated
Hela__KO1,Hela,0.996555,generated
PANC-1__OE1,PANC-1,0.9965945,generated
Hela__KO2,Hela,0.99952865,generated
Hela__WT2,Hela,0.99729,generated
